v2xdl_delib_codehigh,v2xel_regelec,v2elintim,v2cltort_codehigh,v2exthftps_osp_codelow,v2clacjstw_mean,v2exthftps_osp_sd,v2elintim_codehigh,v2exembez_ord_codelow,v2elrgpwr_sd,v2clacjust_osp_codehigh,v2lgfunds_ord_codelow,v2juncind_codelow,v2dlcommon_osp_codehigh,v2elsrgel,v2elfrfair_ord,v2exdjcbhg_mean,v2xcl_rol_codelow,v2x_elecoff,v2psbars_ord_codehigh
0.602,0,NA,-0.505,0.342,1.6,0.297,NA,1,NA,1.05,0,-1.943,2.254,NA,NA,1.875,0.338,0.93,4
0.533,0,NA,-0.547,0.309,1.4,0.297,NA,1,NA,1.056,0,-1.959,2.055,NA,NA,2,0.288,0.93,4
0.502,0,-1.735,-0.645,0.297,1.6,0.311,-1.378,1,NA,1.066,0,-1.913,1.721,NA,1,1.857,0.308,0.93,3
0.45,0,NA,-0.625,0.232,1.2,0.312,NA,1,NA,1.094,0,-2.919,1.798,NA,NA,1.833,0.217,0.93,3
NA,0,-0.123,0.215,1.297,2,0.427,0.701,3,NA,0.208,NA,-0.688,NA,NA,4,NA,0.183,0,4
NA,0.002,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0.008,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,-0.113,0.215,1.297,2,0.427,0.616,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0.5,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.183,1,4
NA,0,-0.138,0.215,1.297,2,0.427,0.65,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.118,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.204,1,4
NA,0,-0.151,0.215,1.297,2,0.427,0.829,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.204,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.204,1,4
NA,0,-0.125,0.215,1.297,2,0.427,0.706,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.204,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.204,1,4
NA,0,-0.127,0.215,1.297,2,0.427,0.672,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.204,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.204,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,0,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,-0.101,0.215,1.297,2,0.427,0.607,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,4
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,0,-0.688,NA,NA,NA,NA,0.12,0,1
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,0,-0.688,NA,NA,NA,NA,0.12,0,1
NA,0,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,0,-0.688,NA,NA,NA,NA,0.12,0,1
NA,0.009,NA,0.215,1.297,2,0.427,NA,1,NA,0.208,0,-0.688,NA,NA,NA,NA,0.12,0,1
NA,0,-0.129,0.215,1.297,2,0.427,0.699,1,NA,0.208,1,-0.688,NA,NA,2,NA,0.12,1,3
NA,0,NA,0.215,1.297,2,0.427,NA,0,NA,0.208,1,-0.688,NA,NA,NA,NA,0.12,1,3
NA,0,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0.006,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0,NA,0.215,0.171,2,0.441,NA,0,NA,0.208,0,-0.688,NA,NA,NA,NA,0.08,0,3
NA,0,-0.169,0.215,1.402,2,0.239,0.784,1,NA,0.208,0,-0.688,NA,NA,2,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0.016,NA,0.215,1.402,2,0.239,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,1,NA,0.208,1,-0.688,NA,NA,NA,NA,0.117,0,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.132,0.215,1.402,2,0.239,0.589,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.111,0.215,1.402,2,0.239,0.663,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,0.5,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,0.5,3
NA,0,-0.163,0.215,1.402,2,0.239,0.602,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,0.5,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,0.5,3
NA,0,-0.122,0.215,1.402,2,0.239,0.64,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.136,0.215,1.402,2,0.239,0.781,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.117,0.215,1.402,2,0.239,0.703,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.165,0.215,1.402,2,0.239,0.651,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.126,0.215,1.402,2,0.239,0.705,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,NA,0.215,1.402,2,0.239,NA,3,NA,0.208,1,-0.688,NA,NA,NA,NA,0.151,1,3
NA,0,-0.103,0.215,1.402,2,0.239,0.807,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.151,1,3
NA,0,-2.446,0.215,1.402,2,0.239,-1.703,3,NA,0.208,1,-0.688,NA,NA,2,NA,0.15,1,3
0.278,0,-1.998,0.215,1.402,1.2,0.239,-1.494,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.137,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.137,1,3
0.278,0,-1.635,0.215,1.402,1.2,0.239,-1.22,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.137,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.137,1,3
0.278,0,-1.643,0.215,1.402,1.2,0.239,-1.226,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.137,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.137,1,3
0.278,0,-1.663,0.215,1.402,1.2,0.239,-1.228,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.137,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.145,1,3
0.278,0,-1.641,0.215,1.402,1.2,0.239,-1.325,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.145,1,3
0.278,0,-1.641,0.215,1.402,1.2,0.239,-1.325,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.144,1,3
0.278,0,-1.641,0.215,1.402,1.2,0.239,-1.325,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.144,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.144,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.144,1,3
0.278,0,-1.648,0.215,1.402,1.2,0.239,-1.286,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.136,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.136,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.136,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.136,1,3
0.278,0,-1.666,0.215,1.402,1.2,0.239,-1.271,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.148,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.148,1,3
0.278,0,NA,0.215,1.402,1.2,0.239,NA,1,NA,0.208,1,-0.688,0.782,NA,NA,NA,0.148,1,3
0.278,0,-1.674,0.215,1.402,1.2,0.239,-1.336,1,NA,0.208,1,-0.688,0.782,NA,1,NA,0.148,0,3
0.248,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,1,3
0.248,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,1,3
0.248,0,-1.67,0.215,1.402,1,0.239,-1.261,1,NA,0.208,1,-0.688,0.786,NA,1,NA,0.127,1,3
0.248,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,1,3
0.248,0,-1.685,0.215,1.402,1,0.239,-1.269,1,NA,0.208,1,-0.688,0.786,NA,1,NA,0.127,1,3
0.248,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,1,3
0.248,0,-1.679,0.215,1.402,1,0.239,-1.273,1,NA,0.208,1,-0.688,0.786,NA,1,NA,0.127,1,3
0.265,0,-1.679,0.215,1.402,1,0.239,-1.273,1,NA,0.208,1,-0.688,0.786,NA,1,NA,0.127,1,3
0.243,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,1,3
0.262,0,NA,0.215,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.786,NA,NA,NA,0.127,0,3
0.288,0,-1.668,0.215,1.402,1,0.239,-1.265,0,NA,0.208,1,-0.688,1.022,NA,1,NA,0.136,1,3
0.278,0,NA,0.215,1.402,1,0.239,NA,0,NA,0.208,1,-0.688,1.022,NA,NA,NA,0.136,1,3
0.218,0,-1.663,0.215,1.402,1,0.239,-1.198,0,NA,0.208,1,-0.688,1.022,NA,1,NA,0.136,1,3
0.288,0,-1.664,-0.042,1.402,1,0.239,-1.208,0,NA,0.208,1,-0.688,1.022,NA,1,NA,0.128,0,3
0.192,0,NA,-0.042,1.402,1,0.239,NA,0,NA,0.208,1,-0.688,1.022,NA,NA,NA,0.126,0,3
0.199,0,NA,-0.042,1.402,1,0.239,NA,0,NA,0.208,NA,-0.688,1.562,NA,NA,NA,0.126,0,3
0.186,0,NA,-0.042,1.402,1,0.239,NA,0,NA,0.208,NA,-0.688,1.254,NA,NA,NA,0.126,0,3
0.186,0,-1.662,-0.042,1.402,1,0.239,-1.186,0,NA,0.208,1,-0.688,1.254,NA,1,NA,0.121,1,3
0.169,0,NA,-0.042,1.402,1,0.239,NA,0,NA,0.208,1,-0.688,1.254,NA,NA,NA,0.118,1,3
0.2,0,-1.686,-0.042,1.402,1,0.239,-1.33,1,NA,0.208,1,-0.688,0.87,NA,1,NA,0.132,1,3
0.226,0,NA,-0.042,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.87,NA,NA,NA,0.132,1,3
0.226,0,-1.67,-0.042,1.402,1,0.239,-1.231,1,NA,0.208,1,-0.688,0.87,NA,1,NA,0.132,1,3
0.251,0,NA,-0.042,1.402,1,0.239,NA,1,NA,0.208,NA,-0.688,0.988,NA,NA,NA,0.132,0,3
0.239,0,-1.668,-0.042,1.402,1,0.239,-1.236,1,NA,0.208,1,-0.688,0.988,NA,1,NA,0.126,0,3
0.239,0,NA,-0.042,1.402,1,0.239,NA,1,NA,0.208,1,-0.688,0.988,NA,NA,NA,0.134,0,3
0.281,0,NA,-0.042,1.402,1,0.239,NA,1,NA,0.208,NA,-0.688,0.988,NA,NA,NA,0.116,0,3
0.207,0,-1.414,-0.042,1.354,1,0.28,-0.995,0,NA,0.208,1,-0.688,0.796,NA,1,NA,0.109,1,3
0.207,0,NA,-0.042,1.354,1,0.28,NA,0,NA,0.208,1,-0.688,0.796,NA,NA,NA,0.109,1,3
0.225,0,NA,-0.042,1.354,1,0.28,NA,0,NA,0.208,1,-0.688,0.873,NA,NA,NA,0.109,1,3
0.206,0,NA,-0.042,1.354,1,0.28,NA,0,NA,0.208,1,-0.688,0.873,NA,NA,NA,0.109,1,3
0.183,0,-1.666,-0.042,1.354,1,0.28,-1.246,0,NA,0.208,1,-0.688,0.873,NA,1,NA,0.114,0,3
0.583,0,NA,0,1.212,1.75,0.289,NA,1,NA,1.415,1,-0.688,2.177,NA,NA,NA,0.23,1,3
0.625,0,NA,0,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.177,NA,NA,NA,0.214,1,3
0.603,0,NA,0,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.214,1,3
0.642,0,NA,0,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.214,1,3
0.609,0,-0.965,0.16,1.212,1.75,0.289,-0.59,0,NA,1.677,1,-0.688,2.202,NA,2,NA,0.23,1,3
0.583,0,NA,0.16,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.235,1,3
0.601,0,-0.97,0.16,1.212,1.75,0.289,-0.565,0,NA,1.677,1,-0.688,2.202,NA,2,NA,0.235,1,3
0.601,0,NA,0.16,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.235,1,3
0.601,0,-0.96,0.16,1.212,1.75,0.289,-0.569,0,NA,1.677,1,-0.688,2.202,NA,2,NA,0.248,1,3
0.601,0,NA,0.16,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.248,1,3
0.586,0,-1.062,0.16,1.212,1.75,0.289,-0.726,0,NA,1.677,1,-0.688,2.202,NA,2,NA,0.248,1,3
0.586,0,NA,0.16,1.212,1.75,0.289,NA,0,NA,1.677,1,-0.688,2.202,NA,NA,NA,0.248,1,3
0.553,0,-0.954,-0.915,1.212,1.5,0.289,-0.58,0,NA,1.409,NA,-0.688,2.202,NA,1,NA,0.143,0,3
0.273,0,NA,-1.521,0.318,1.5,0.336,NA,0,NA,1.409,NA,-1.651,1.479,NA,NA,NA,0.067,0,2
0.158,0,-1.298,-1.521,0.088,1.5,0.304,-0.847,1,NA,1.409,0,-1.651,1.054,NA,1,NA,0.062,1,1
0.158,0,NA,-1.521,0.088,1.5,0.304,NA,1,NA,1.409,1,-1.651,1.054,NA,NA,NA,0.062,1,1
0.158,0,NA,-1.521,0.088,1.5,0.304,NA,1,NA,1.409,1,-1.651,1.054,NA,NA,NA,0.062,1,1
0.203,0,NA,-1.521,0.088,1.5,0.304,NA,1,NA,1.409,NA,-1.651,1.054,NA,NA,NA,0.062,0,1
0.294,0,NA,-0.956,0.309,1.5,0.337,NA,1,NA,1.409,NA,-1.651,1.163,NA,NA,NA,0.074,0,1
0.1,0,NA,-1.854,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,1.163,NA,NA,NA,0.048,0,1
0.054,0,NA,-1.854,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.059,0,1
0.056,0,NA,-1.809,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.046,0,1
0.061,0,NA,-1.809,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.059,0,1
0.074,0,NA,-1.809,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.059,0,1
0.068,0,NA,-1.809,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.059,0,1
0.054,0,NA,-1.785,0.049,1.4,0.317,NA,0,NA,1.409,NA,-2.223,0.954,NA,NA,NA,0.047,0,1
0.072,0,0.18,-1.359,0.049,1.4,0.317,0.504,0,NA,1.409,NA,-2.223,0.954,NA,1,NA,0.049,0,1
0.117,0,0.427,-0.394,0.278,1.4,0.346,0.776,0,NA,1.735,0,-2.223,1.846,NA,2,NA,0.124,1,1
0.128,0,0.67,-0.788,0.224,1.2,0.349,1.043,0,NA,1.735,NA,-2.223,1.886,NA,2,NA,0.081,0,1
0.175,0,NA,-0.788,0.108,1.6,0.307,NA,0,NA,1.735,NA,-2.223,1.886,NA,NA,NA,0.09,0,2
0.195,0,NA,0.217,1.217,1.8,0.295,NA,0,NA,1.95,1,-0.263,2.164,NA,NA,NA,0.123,1,4
0.773,0,NA,0.406,1.577,2,0.24,NA,1,NA,2.06,1,-0.263,2.257,NA,NA,NA,0.351,1,4
0.773,0,NA,0.406,1.577,2,0.24,NA,1,NA,2.06,1,-0.263,2.257,NA,NA,NA,0.345,1,4
0.784,0,2.15,2.428,1.577,2.2,0.24,2.682,1,NA,2.739,1,-0.263,2.257,NA,4,NA,0.697,1,4
0.843,0,NA,2.428,1.857,2.2,0.197,NA,1,NA,2.739,1,-0.263,2.279,NA,NA,NA,0.697,1,4
0.825,0,NA,2.428,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.263,3.655,NA,NA,NA,0.697,1,4
0.855,0,NA,2.428,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.263,3.655,NA,NA,NA,0.697,1,4
0.855,0,2.19,2.428,1.857,2.2,0.197,2.842,2,NA,2.739,1,-0.263,3.655,NA,3,NA,0.697,1,4
0.855,0,NA,2.428,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.263,3.655,NA,NA,NA,0.697,1,4
0.855,0,NA,2.428,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.263,3.655,NA,NA,NA,0.624,1,4
0.855,0,NA,2.428,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.263,3.655,NA,NA,NA,0.624,1,4
0.905,0,1.543,2.337,1.857,2.2,0.197,1.937,2,NA,2.739,1,-0.263,3.589,NA,4,NA,0.676,1,4
0.934,0,NA,2.337,1.857,2.2,0.197,NA,2,NA,2.739,1,-0.632,3.768,NA,NA,NA,0.674,1,4
0.923,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.768,0,NA,NA,0.674,1,4
0.93,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.768,0,NA,NA,0.674,1,4
0.912,0.109,2.187,2.337,1.857,2.2,0.197,2.857,2,0.384,2.739,1,-0.632,3.768,0,4,NA,0.619,1,4
0.891,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.48,0,NA,NA,0.619,1,4
0.872,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.48,0,NA,NA,0.673,1,4
0.827,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.48,0,NA,NA,0.679,1,4
0.827,0.109,NA,2.337,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.48,0,NA,NA,0.693,1,4
0.894,0.109,1.771,2.337,1.857,2.2,0.197,2.342,2,0.384,2.739,1,-0.632,3.14,0,4,NA,0.693,1,4
0.902,0.109,NA,1.95,1.857,2.2,0.197,NA,2,0.384,2.739,1,-0.632,3.14,0,NA,NA,0.71,1,4
0.944,0.109,NA,2.192,1.935,2.2,0.177,NA,2,0.384,2.739,1,-0.765,3.14,0,NA,NA,0.671,1,4
0.927,0.609,1.073,2.192,1.935,2.1,0.177,1.344,2,0.188,2.739,1,-0.765,3.14,5,4,NA,0.655,1,4
0.846,0.782,0.893,2.192,1.768,2.1,0.199,1.173,1,0.205,2.845,1,-0.765,3.503,5,4,NA,0.673,1,4
0.846,0.782,NA,2.192,1.768,2.1,0.199,NA,1,0.205,2.845,1,-0.765,3.503,5,NA,NA,0.654,1,4
0.837,0.782,NA,2.192,1.768,2.1,0.199,NA,1,0.205,2.845,1,-0.765,3.503,5,NA,NA,0.691,1,4
0.837,0.823,0.504,2.192,1.768,2.1,0.199,0.763,1,0.228,2.845,1,-0.765,3.503,5,4,NA,0.72,1,4
0.854,0.898,NA,2.192,1.809,2,0.193,NA,1,0.287,2.845,1,-0.882,3.12,5,NA,NA,0.687,1,4
0.854,0.898,NA,2.192,1.809,2,0.193,NA,1,0.287,2.845,1,-0.882,3.12,5,NA,NA,0.687,1,4
0.85,0.898,NA,2.192,1.809,2,0.193,NA,1,0.287,2.845,1,-1.115,3.023,5,NA,NA,0.7,1,4
0.804,0.898,NA,1.875,2.017,1.8,0.245,NA,3,0.287,2.883,1,-0.223,3.03,5,NA,NA,0.699,1,4
0.805,0.898,0.318,1.875,2.017,1.8,0.245,0.577,2,0.287,2.883,1,-0.223,3.03,5,4,NA,0.686,1,4
0.787,0.862,NA,1.938,1.943,1.875,0.269,NA,2,0.275,3.19,1,-0.533,3.821,5,NA,NA,0.693,1,4
0.793,0.862,NA,1.938,1.944,1.875,0.265,NA,2,0.275,3.228,1,-0.464,3.276,5,NA,NA,0.706,1,4
0.745,0.859,NA,2.074,1.914,2,0.262,NA,2,0.276,3.228,1,-0.464,2.996,5,NA,NA,0.702,1,4
0.728,0.859,NA,2.074,1.945,2,0.27,NA,2,0.273,3.228,1,-0.906,2.979,5,NA,NA,0.731,1,4
0.731,0.88,0.317,2.032,1.869,1.833,0.284,0.569,3,0.326,2.568,1,-1.443,2.925,5,2,NA,0.687,0,4
NA,0,NA,-1.22,2.164,1,0.525,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.039,0,1
NA,0,NA,-0.549,2.164,1,0.525,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.037,0,1
NA,0,NA,-0.549,2.164,1,0.525,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.037,0,1
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.061,0,1
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.063,0,1
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.079,0,1
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.079,0,3
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.079,0,3
NA,0,NA,-0.549,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,NA,0.079,0,3
NA,0,NA,-0.935,1.116,1,0.578,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,2,0.075,0,3
NA,0,NA,-0.935,0.238,1,0.51,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,2,0.045,0,3
NA,0,NA,-0.935,0.238,1,0.51,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,2,0.045,0,3
NA,0,NA,-0.935,0.238,1,0.51,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,2,0.036,0,3
NA,0,NA,-1.101,0.001,1,0.335,NA,0,NA,0.71,NA,-1.156,NA,NA,NA,2,0.028,0,3
