v2xdl_delib_codehigh,v2xel_regelec,v2elintim,v2cltort_codehigh,v2exthftps_osp_codelow,v2clacjstw_mean,v2exthftps_osp_sd,v2elintim_codehigh,v2exembez_ord_codelow,v2elrgpwr_sd,v2clacjust_osp_codehigh,v2lgfunds_ord_codelow,v2juncind_codelow,v2dlcommon_osp_codehigh,v2elsrgel,v2elfrfair_ord,v2exdjcbhg_mean,v2xcl_rol_codelow,v2x_elecoff,v2psbars_ord_codehigh
NA,0.019,NA,-0.869,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.126,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.757,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.115,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,-0.908,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.119,0,0
NA,0.019,NA,1.193,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.149,0,0
NA,0.019,NA,0.361,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.14,0,0
NA,0.019,NA,0.361,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.14,0,0
NA,0.019,NA,0.361,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.14,0,3
NA,0.019,NA,0.331,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.171,0,3
NA,0.019,NA,0.331,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.171,0,3
NA,0.019,NA,0.331,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.171,0,3
NA,0.019,NA,-0.353,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.161,0,1
NA,0.019,NA,-0.353,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.161,0,1
NA,0.019,NA,-0.353,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.161,0,1
NA,0.019,NA,-0.353,0.604,2,0.698,NA,0,0.853,0.907,NA,-1.848,NA,0,NA,NA,0.161,0,1
NA,0.015,NA,0.331,0.604,2,0.698,NA,0,0.855,1.011,NA,-1.848,NA,0,NA,NA,0.151,0,3
NA,0.015,NA,0.331,0.423,2.5,0.673,NA,0,0.855,0.932,NA,-1.848,NA,0,NA,NA,0.174,0,3
NA,0.365,NA,0.331,0.423,2.5,0.673,NA,2,0.592,0.932,1,-1.848,NA,0,NA,NA,0.174,0.5,3
NA,0.365,NA,0.331,0.423,2.5,0.673,NA,2,0.592,0.932,1,-1.848,NA,0,NA,NA,0.184,0.5,3
NA,0.453,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.162,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.729,NA,0.546,0.423,2.5,0.673,NA,2,0.592,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0,3
NA,0.257,-0.579,0.546,0.423,2.5,0.673,-0.111,2,0.626,1.662,1,-1.848,NA,5,3,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,1,-1.848,NA,5,NA,NA,0.218,0.5,3
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,0,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,2
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,0,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,2
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,0,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,2
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,0,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,2
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,4
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,4
NA,0.257,NA,0.546,0.423,2.5,0.673,NA,2,0.626,1.662,0,-1.848,NA,5,NA,NA,0.218,0.5,4
NA,0.97,NA,0.546,0.423,2.5,0.673,NA,2,0.78,1.662,1,-1.848,NA,5,NA,NA,0.249,0.5,4
NA,0.97,NA,0.546,0.423,2.5,0.673,NA,2,0.78,1.667,1,-1.848,NA,5,NA,NA,0.2,0,3
NA,0.97,NA,0.546,0.423,2.5,0.673,NA,2,0.78,1.667,1,-1.848,NA,5,NA,NA,0.2,0,3
NA,0.731,NA,0.546,0.423,2.5,0.673,NA,2,0.615,1.706,1,-1.848,NA,5,NA,NA,0.222,0,3
NA,0.731,NA,0.546,0.423,2.5,0.673,NA,2,0.615,1.706,1,-1.848,NA,5,NA,NA,0.246,0,3
NA,0.731,NA,0.546,0.423,2.5,0.673,NA,2,0.615,1.706,1,-1.848,NA,5,NA,NA,0.246,0,3
NA,0.731,NA,0.546,0.423,2.5,0.673,NA,2,0.615,1.706,1,-1.848,NA,5,NA,NA,0.246,0,3
NA,0.043,NA,0.546,0.423,2.5,0.673,NA,2,0.826,1.706,1,-1.848,NA,5,NA,2,0.246,0,3
NA,0.043,NA,0.546,0.423,2.5,0.673,NA,2,0.826,1.706,NA,-1.848,NA,5,NA,2,0.246,0,3
NA,0.043,NA,0.546,0.423,2.5,0.673,NA,2,0.826,1.706,NA,-1.848,NA,5,NA,2,0.246,0,3
NA,0.043,NA,0.546,0.423,2.5,0.673,NA,2,0.826,1.706,0,-1.848,NA,5,NA,2,0.245,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,2,0.38,1.706,0,-1.848,NA,5,NA,NA,0.277,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,2,0.38,1.706,0,-1.848,NA,5,NA,NA,0.277,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.423,2.5,0.673,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.284,0.5,3
NA,0.777,NA,0.546,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.296,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
NA,0.777,NA,0.338,0.305,2.5,0.332,NA,1,0.38,1.706,0,-1.848,NA,5,NA,NA,0.242,0.5,3
0.216,0.777,NA,-0.645,0.305,1.15,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.216,0.777,NA,-0.645,0.305,1.375,0.332,NA,1,0.38,0.532,0,-1.848,2.884,5,NA,NA,0.196,0.5,2
0.232,0.777,NA,-0.872,0.305,1.375,0.332,NA,1,0.38,0.562,0,-2.301,2.884,5,NA,NA,0.199,0,2
0.407,0.8,NA,-0.526,0.697,1.375,0.345,NA,1,0.398,0.562,1,-2.301,2.907,5,NA,NA,0.21,0.5,3
0.412,0.8,NA,-0.526,0.894,1.375,0.351,NA,1,0.398,0.562,1,-2.301,2.907,5,NA,NA,0.162,1,3
0.403,0.8,NA,-1.017,0.894,1.375,0.351,NA,1,0.398,0.562,NA,-2.301,3.51,5,NA,NA,0.149,0,3
0.403,0.8,NA,-1.017,0.894,1.375,0.351,NA,1,0.398,0.562,NA,-2.301,3.51,5,NA,NA,0.149,0,3
0.46,0.8,NA,-1.017,0.894,1.375,0.351,NA,1,0.398,0.562,NA,-2.301,3.51,5,NA,NA,0.154,0,3
0.46,0.8,NA,-0.725,0.894,1.375,0.351,NA,1,0.398,0.562,NA,-2.301,3.51,5,NA,NA,0.163,0,3
0.494,0.8,-0.607,-0.725,0.973,1.375,0.369,-0.247,1,0.398,0.99,1,-2.129,3.51,5,2,NA,0.186,0,3
0.524,0.813,NA,-0.725,0.973,1.5,0.369,NA,1,0.38,1.323,1,-2.129,3.451,5,NA,NA,0.199,1,3
0.524,0.813,NA,-0.725,0.973,1.5,0.369,NA,1,0.38,1.323,1,-2.129,3.451,5,NA,NA,0.199,1,3
0.524,0.813,-0.894,-0.554,0.973,1.5,0.369,-0.586,1,0.38,1.259,1,-2.129,3.451,5,0,NA,0.202,1,3
0.467,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.294,1,3
0.467,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.26,1,3
0.514,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.282,1,3
0.461,0.813,-1.348,-0.054,0.973,1.333,0.369,-0.853,1,0.38,1.259,1,-2.129,3.417,5,0,NA,0.239,1,3
0.461,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.239,1,3
0.461,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.235,1,3
0.461,0.813,NA,-0.054,0.973,1.333,0.369,NA,1,0.38,1.259,1,-2.129,3.417,5,NA,NA,0.235,1,3
0.461,0.813,-1.344,-0.054,0.973,1.333,0.369,-0.884,1,0.38,1.259,1,-2.129,3.417,5,0,NA,0.235,1,3
0.491,0.918,-1.342,-0.054,0.994,1.333,0.35,-0.882,1,0.587,1.259,1,-2.019,3.439,5,0,NA,0.267,1,3
0.515,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.531,1,-2.019,3.56,5,NA,NA,0.296,1,3
0.515,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.531,1,-2.019,3.56,5,NA,NA,0.296,1,3
0.515,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.531,1,-2.019,3.56,5,NA,NA,0.293,1,3
0.515,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.531,1,-2.019,3.56,5,NA,NA,0.293,1,2
0.515,0.918,-1.696,-0.054,0.994,1.5,0.35,-1.269,1,0.587,1.746,0,-2.019,3.56,5,0,NA,0.33,1,2
0.523,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.56,5,NA,NA,0.352,1,2
0.523,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.56,5,NA,NA,0.352,1,2
0.523,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.56,5,NA,NA,0.354,1,2
0.523,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.56,5,NA,NA,0.354,1,2
0.523,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.56,5,NA,NA,0.363,1,3
0.534,0.918,-1.689,-0.054,0.994,1.5,0.35,-1.153,1,0.587,1.746,0,-2.019,3.56,5,0,NA,0.343,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.667,5,NA,NA,0.343,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.667,5,NA,NA,0.343,1,3
0.524,0.918,-1.663,-0.054,0.994,1.5,0.35,-1.207,1,0.587,1.746,0,-2.019,3.667,5,0,NA,0.343,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.667,5,NA,NA,0.343,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.746,0,-2.019,3.667,5,NA,NA,0.379,1,3
0.524,0.918,-1.709,-0.054,0.994,1.5,0.35,-1.264,1,0.587,1.746,0,-2.019,3.667,5,0,NA,0.386,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.386,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.386,1,3
0.524,0.918,-1.681,-0.054,0.994,1.5,0.35,-1.247,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.386,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.386,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.386,1,3
0.524,0.918,-1.695,-0.054,0.994,1.5,0.35,-1.181,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.386,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.429,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.408,1,3
0.524,0.918,-1.376,-0.054,0.994,1.5,0.35,-0.968,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.408,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.408,1,3
0.524,0.918,NA,-0.054,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.408,1,3
0.524,0.918,-1.387,-0.207,0.994,1.5,0.35,-0.955,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.422,1,3
0.461,0.918,NA,-0.207,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.376,1,3
0.461,0.918,NA,-0.207,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.381,1,3
0.461,0.918,-1.381,-0.207,0.994,1.5,0.35,-0.938,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.381,1,3
0.461,0.918,NA,-0.207,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.381,1,3
0.461,0.918,NA,-0.207,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.381,1,3
0.461,0.918,-1.413,-0.529,0.994,1.5,0.35,-1.028,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.413,1,3
0.461,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.461,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.461,0.918,-1.401,-0.529,0.994,1.5,0.35,-0.921,1,0.587,1.967,0,-2.019,3.667,5,1,NA,0.413,1,3
0.461,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.461,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.483,0.918,-1.401,-0.529,0.994,1.5,0.35,-0.946,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.413,1,3
0.483,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.483,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.483,0.918,-1.424,-0.529,0.994,1.5,0.35,-0.992,1,0.587,1.967,0,-2.019,3.667,5,0,NA,0.413,1,3
0.483,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.413,1,3
0.483,0.918,NA,-0.529,0.994,1.5,0.35,NA,1,0.587,1.967,0,-2.019,3.667,5,NA,NA,0.418,1,3
0.456,0.918,-1.423,-0.529,0.994,1.5,0.35,-0.939,1,0.587,1.967,0,-2.019,3.667,5,1,NA,0.418,1,3
0.552,0.918,NA,-0.023,0.994,1.5,0.35,NA,1,0.587,1.999,1,-2.019,3.667,5,NA,NA,0.434,1,3
0.552,0.918,NA,-0.023,0.994,1.5,0.35,NA,1,0.587,1.999,1,-2.019,3.667,5,NA,NA,0.434,1,3
0.552,0.918,-1.074,-0.023,0.994,1.5,0.35,-0.646,1,0.587,1.999,1,-2.019,3.667,5,0,NA,0.434,1,3
0.552,0.918,NA,-0.023,0.994,1.5,0.35,NA,1,0.587,1.999,1,-2.019,3.667,5,NA,NA,0.434,1,3
0.552,0.918,NA,-0.023,0.994,1.667,0.35,NA,1,0.587,1.999,1,-2.019,3.667,5,NA,NA,0.444,1,4
0.552,0.918,-1.049,-0.023,1.342,1.667,0.358,-0.545,1,0.587,1.999,1,-2.019,3.667,5,1,NA,0.444,1,4
0.549,0.918,NA,-0.023,1.476,1.667,0.353,NA,1,0.587,1.999,1,-2.019,3.758,5,NA,NA,0.396,1,4
0.549,0.918,NA,-0.023,1.476,1.667,0.353,NA,1,0.587,1.999,1,-2.019,3.758,5,NA,NA,0.396,1,4
0.549,0.918,-0.7,-0.023,1.476,1.667,0.353,-0.301,1,0.587,1.999,1,-2.019,3.758,5,1,NA,0.396,1,4
0.549,0.918,NA,-0.023,1.476,1.667,0.353,NA,1,0.587,1.999,1,-2.019,3.758,5,NA,NA,0.396,1,4
0.633,0.918,NA,-0.023,1.476,1.667,0.353,NA,1,0.587,1.999,1,-2.019,3.758,5,NA,NA,0.461,1,4
0.633,0.941,-0.709,-0.023,1.476,1.667,0.353,-0.306,1,0.62,1.999,1,-2.019,3.758,5,2,NA,0.461,1,4
0.711,0.941,NA,-0.023,1.476,1.667,0.353,NA,1,0.62,1.999,1,-1.35,3.758,5,NA,NA,0.42,1,4
0.735,0.981,NA,-0.023,1.476,1.667,0.353,NA,1,0.586,1.999,1,-1.35,3.758,5,NA,NA,0.421,1,4
0.735,0.981,-0.153,0.123,1.476,1.667,0.353,0.235,1,0.586,1.999,1,-1.35,3.758,5,3,NA,0.442,1,4
0.735,0.981,NA,0.123,1.476,1.667,0.353,NA,1,0.586,1.999,1,-1.35,3.758,5,NA,NA,0.506,1,4
